cui,Name,D1y TO,D1y BS,D1y Tdebt,GMtoTO,ROA,DRN dys,FA%,CRLiq%,TDtoEBITDA,DEF
530,company_530,-0.394021015,-0.067681229,-0.283894469,0.435197204,-1.132619955,0.122690089,0.721370651,0.008052775,2.846383684,1
531,company_531,0.062955313,-0.023662986,-0.277338104,-0.357612629,-0.178802488,0.87309379,-1.491675706,-0.143598407,0.688685143,0
532,company_532,-1.719252365,-0.948046092,-0.281787066,1.102826537,-0.059575304,-0.254169501,0.617915232,-0.74583907,-0.525604079,0
533,company_533,-0.028439953,2.617431603,-0.282489533,0.810738704,-1.013392772,-1.705023667,-0.466117638,-0.709835552,-0.292086921,0
534,company_534,-0.394021015,-0.155717716,-0.291153301,2.14599737,-0.774938405,-1.705023667,1.856681424,2.859967801,-0.8525281,0
535,company_535,-0.759602077,-0.419827175,-0.275464857,1.186280203,-1.132619955,2.4788914,0.896795057,0.922323927,2.846383684,0
536,company_536,-0.074137585,-1.344210281,-0.275347779,0.26828987,-0.417256855,-1.665458936,-1.230788128,-0.566912496,-0.525604079,0
537,company_537,1.251093765,0.108391743,-0.283660313,-0.441066296,0.41733343,-0.291744945,-0.713511032,-0.372711703,-0.619010942,0
538,company_538,-0.48541628,-0.63991839,3.74803584,1.603548537,-0.417256855,2.071087327,-0.376156404,2.880260693,-0.805824669,0
539,company_539,-0.850997343,-0.111699473,-0.285182326,0.977646037,-0.536484038,0.275202181,-1.239784251,0.525194214,-0.8525281,0
540,company_540,-1.719252365,0.152409986,-0.291153301,0.560377704,-1.013392772,0.681901094,-0.848452883,0.874319237,-0.8525281,0
541,company_541,-0.576811546,-0.63991839,-0.291153301,-0.649700463,-1.132619955,-0.067397446,1.856681424,-0.055226135,-0.8525281,0
542,company_542,-0.074137585,-0.375808931,-0.280147975,-0.607973629,1.013469347,-0.132601892,0.208591617,-0.56582148,-0.572307511,0
543,company_543,0.245745844,0.19642823,3.74803584,-0.107251629,0.41733343,0.479656798,-1.469185398,2.880260693,-0.8525281,0
544,company_544,-1.719252365,-1.432246767,-0.227814133,0.560377704,-0.655711222,1.665493574,0.118630383,2.880260693,-0.712417805,0
545,company_545,0.154350579,-0.683936634,3.74803584,1.14455337,-1.013392772,-1.705023667,-0.475113762,-0.383621859,-0.198680058,1
546,company_546,-0.48541628,-0.331790688,-0.270664661,-0.733154129,-0.178802488,0.275202181,0.127626506,0.465188351,-0.338790352,0
547,company_547,0.108652946,-0.331790688,-0.288577587,0.26828987,1.371150897,0.920615674,-0.987892796,0.898321582,-0.8525281,0
548,company_548,0.519931641,-0.63991839,3.74803584,0.476924037,-0.894165588,0.696268176,1.856681424,0.521921167,-0.8525281,0
549,company_549,-0.394021015,-0.77197312,-0.279562585,-1.066968796,-0.417256855,-0.191175376,0.271564481,-0.443627723,-0.058569763,0
550,company_550,-0.302625749,1.076793093,-0.282957845,-1.066968796,2.444195548,-0.48735828,-0.673028477,1.047790732,-0.712417805,0
551,company_551,-0.256928116,-0.77197312,-0.258956866,-1.025241962,1.490378081,-0.621082651,-0.484109885,0.015689885,-0.8525281,0
552,company_552,-0.211230484,-0.904027849,-0.279913819,0.26828987,2.444195548,-0.391209353,0.977760168,-0.757840243,-0.712417805,0
553,company_553,0.428536375,-0.727954877,-0.279445507,-0.691427296,-0.774938405,0.096166247,0.213089679,-0.234152709,0.081540532,0
554,company_554,-0.531113913,-0.815991363,-0.277221026,-0.649700463,-1.132619955,0.765893261,-0.178241689,0.286261777,2.846383684,1
555,company_555,0.428536375,-0.595900147,-0.291153301,1.39491437,0.059651879,2.4788914,-1.28926293,2.880260693,-0.8525281,1
556,company_556,-0.622509179,-0.815991363,-0.275230701,1.102826537,-0.774938405,0.152529412,1.270134178,-0.92585666,0.174947395,1
557,company_557,-0.119835218,-0.199735959,-0.277338104,-0.900061462,1.251923714,-0.566929807,-0.691020723,-0.271247243,-0.619010942,0
558,company_558,-1.719252365,-1.432246767,-0.291153301,-0.190705296,0.178879063,1.543925964,-1.073355968,1.968607978,-0.8525281,0
559,company_559,-0.119835218,-0.727954877,-0.291153301,0.810738704,-0.894165588,0.230995778,0.24457611,-0.128324187,-0.8525281,0
560,company_560,0.33714111,0.152409986,-0.278977195,-0.566246796,0.059651879,0.706214616,-0.924919932,-0.305068729,0.174947395,0
561,company_561,-0.394021015,-0.683936634,3.74803584,1.228007037,-0.298029671,0.095061087,1.076717525,-0.722927741,-0.759121237,0
562,company_562,-0.48541628,-0.023662986,-0.275581935,-1.066968796,-1.013392772,-0.574665927,1.616484929,-0.995681664,2.463415545,0
563,company_563,-0.576811546,-0.63991839,-0.279562585,0.89419237,-1.013392772,0.711740417,1.30162061,-0.869123844,2.846383684,1
564,company_564,1.66237246,0.152409986,-0.286353106,0.017928871,2.205741182,0.402295592,0.45598501,2.880260693,-0.8525281,0
565,company_565,0.062955313,0.108391743,-0.274996545,-1.066968796,-0.655711222,-0.411102234,0.5864288,-0.758931258,1.716160639,0
566,company_566,0.382838742,-0.419827175,-0.278508883,-0.816607796,-0.178802488,-0.029822003,-0.164747504,-0.142507391,-0.525604079,0
567,company_567,1.114000867,0.0643735,-0.276635636,-1.192149296,-0.894165588,-0.314953306,-0.151253319,-0.445809754,0.59527828,0
568,company_568,-0.394021015,-0.331790688,-0.291153301,-1.275602962,0.41733343,-0.124865771,-1.325247423,1.768952106,-0.8525281,0
569,company_569,1.022605601,0.812683634,0.68808664,0.39347037,0.059651879,0.316093105,0.334537345,0.245894196,-0.619010942,0
570,company_570,-0.394021015,0.108391743,-0.278977195,-0.482793129,-0.894165588,1.211272777,0.001680779,-0.36071053,0.828795438,0
571,company_571,0.474234008,0.416519445,-0.270547583,-1.275602962,0.298106246,0.003332799,0.037665272,1.103432532,-0.525604079,0
572,company_572,-0.48541628,-0.023662986,-0.270313427,-0.232432129,-0.298029671,-0.305006866,-0.223222306,-0.164327705,-0.478900647,0
573,company_573,-0.759602077,-0.507863661,3.74803584,-0.566246796,-0.774938405,0.865357669,0.177105185,2.432289649,-0.759121237,0
574,company_574,-0.668206811,-0.331790688,-0.278274727,-1.108695629,-0.774938405,-0.120445131,0.442490825,-0.780751572,1.622753776,0
575,company_575,-0.439718648,-0.904027849,-0.275347779,-0.983515129,-0.178802488,-0.045294245,0.518957874,-0.070500355,-0.385493784,0
576,company_576,-0.074137585,-0.507863661,-0.280733364,-0.983515129,-0.059575304,-0.393419673,-0.016311468,-0.503633586,-0.478900647,0
577,company_577,0.611326906,0.020355257,-0.279328429,1.39491437,-0.774938405,2.4788914,-0.142257196,0.357177797,0.548574848,0
578,company_578,-0.165532851,0.19642823,-0.277455182,-1.150422462,-0.536484038,-0.176808295,-0.789978081,-0.40871522,0.59527828,0
579,company_579,0.565629273,0.812683634,-0.276050246,-1.025241962,-0.298029671,-0.60782073,1.490539202,-1.015319947,0.501871417,0
580,company_580,2.439232217,-0.023662986,-0.278625961,-0.524519963,-0.774938405,-0.446467357,1.856681424,-1.09823714,1.015609165,0
581,company_581,-0.622509179,-0.155717716,-0.278274727,-1.025241962,-0.178802488,-0.519407923,-0.452623453,0.868864158,-0.805824669,1
582,company_582,-0.348323382,-0.63991839,-0.283543235,-0.900061462,-0.536484038,0.286253782,-0.349168034,1.598753658,-0.712417805,0
583,company_583,0.01725768,-0.860009606,-0.277338104,-0.023797963,-1.132619955,-1.251023902,-0.151253319,-0.677105081,1.062312596,0
584,company_584,0.931210336,0.284464716,-0.291153301,0.51865087,-0.298029671,-1.037728005,-0.083782394,-0.509088664,-0.8525281,0
585,company_585,-1.079485506,-0.63991839,-0.270781739,-0.649700463,0.178879063,0.343722107,-1.046367598,-0.343254279,0.221650827,0
586,company_586,-0.80529971,-1.432246767,-0.291153301,0.560377704,-1.132619955,0.467500037,0.694382281,0.131337548,-0.8525281,0
587,company_587,-0.302625749,-0.77197312,-0.280030897,2.14599737,-1.013392772,-1.153769814,1.856681424,1.669669678,1.435940049,1
588,company_588,0.428536375,-0.507863661,-0.280733364,-0.900061462,-0.178802488,0.803468704,-0.884437377,0.04732934,-0.105273194,0
589,company_589,0.108652946,-0.683936634,-0.28038213,0.143109371,-1.013392772,2.4788914,1.112702019,0.872137205,2.846383684,1
590,company_590,0.794117437,0.0643735,-0.275230701,-0.524519963,-0.655711222,-0.204437297,1.027238847,0.06260356,-0.338790352,0
591,company_591,-0.165532851,-0.111699473,-0.281201676,-0.691427296,-0.894165588,1.084179367,-0.227720368,1.197259882,-0.712417805,0
592,company_592,-1.216578405,-0.992064336,-0.283192001,0.727285037,-0.655711222,0.393454311,0.469479196,1.46128568,-0.292086921,0
593,company_593,0.976907968,-0.419827175,-0.283777391,-0.816607796,0.298106246,-0.835483709,-0.245712615,0.050602387,-0.759121237,0
594,company_594,-0.119835218,0.504555932,-0.266332777,-0.858334629,0.536560613,-0.258590142,0.055657519,-0.394532016,-0.011866331,0
595,company_595,-1.719252365,-0.507863661,-0.279796741,-0.607973629,-0.894165588,0.395664631,-0.124264949,-0.551638276,1.109016028,1
596,company_596,-0.119835218,-0.111699473,-0.276869792,0.89419237,0.059651879,0.434345234,-0.605557551,0.525194214,-0.619010942,0
597,company_597,0.245745844,-0.463845418,-0.291153301,-0.482793129,1.251923714,0.521652881,-0.969900549,-0.37598475,-0.8525281,0
598,company_598,-0.531113913,-0.331790688,3.74803584,-0.441066296,-1.132619955,-0.661973575,-0.142257196,-0.769841415,2.846383684,1
599,company_599,-0.348323382,-0.551881904,-0.291153301,-0.774880962,1.251923714,-0.820011467,0.554942368,-0.409806236,-0.8525281,0
600,company_600,-0.394021015,-0.948046092,-0.277923494,1.353187537,1.251923714,0.721686858,-0.614553674,1.119797768,-0.759121237,0
601,company_601,0.062955313,-0.419827175,-0.275230701,1.01937287,-0.178802488,-0.388999032,0.204093555,0.724850086,-0.572307511,0
602,company_602,-1.719252365,-0.463845418,-0.274879467,0.852465537,-0.774938405,1.032236843,0.464981134,0.427002802,0.268354259,0
603,company_603,2.439232217,2.617431603,-0.272186674,-1.275602962,-0.655711222,-0.186754736,0.366023776,-0.797116808,2.650229271,0
604,company_604,-0.850997343,-0.860009606,-0.287523885,0.560377704,1.13269653,0.01106892,0.42899664,0.050602387,-0.805824669,0
605,company_605,0.976907968,1.560993767,-0.282372455,1.77045587,2.444195548,-1.705023667,1.683955855,-0.863668765,-0.805824669,0
606,company_606,-0.119835218,-0.815991363,-0.280147975,0.977646037,-1.013392772,-0.343687469,1.346601227,-0.492723429,-0.338790352,0
607,company_607,0.245745844,0.988756606,-0.286001872,-0.441066296,0.298106246,0.082904326,0.964265983,-0.609462108,-0.619010942,1
608,company_608,-0.48541628,-0.199735959,-0.286821417,-1.025241962,0.178879063,-0.212173418,-0.614553674,0.293898887,-0.759121237,0
609,company_609,-0.48541628,-0.463845418,-0.291153301,2.14599737,-1.013392772,2.4788914,0.779845453,1.277995044,-0.8525281,0
610,company_610,0.108652946,-0.507863661,-0.280616286,0.76901187,-0.894165588,0.634379211,-0.236716492,-0.485086319,1.669457207,0
611,company_611,0.062955313,-0.331790688,-0.284596936,-0.607973629,1.490378081,-0.335951348,0.550444306,-0.0945027,-0.712417805,0
612,company_612,-0.074137585,0.592592418,-0.273474532,-0.858334629,0.536560613,-0.406681594,-0.025307592,0.536104371,-0.572307511,0
613,company_613,-1.033787874,0.504555932,-0.263639984,-0.733154129,-0.655711222,-0.7304935,0.694382281,-0.348709357,-0.619010942,0
614,company_614,-0.713904444,-0.63991839,-0.280616286,0.602104537,-0.655711222,0.901827952,0.442490825,0.005870744,-0.198680058,0
615,company_615,-0.256928116,-0.63991839,-0.286001872,-0.190705296,-0.059575304,-0.377947432,-0.506600194,-0.622554297,-0.805824669,0
616,company_616,-0.028439953,-1.432246767,-0.269728037,1.812182703,-1.132619955,2.062246046,0.339035406,1.471104822,2.846383684,1
617,company_617,-0.256928116,0.90072012,-0.278274727,0.977646037,2.444195548,-1.065357007,1.472546955,-0.283248416,-0.712417805,0
618,company_618,0.01725768,-0.199735959,-0.275816091,-0.816607796,-0.059575304,0.574700566,0.118630383,0.615748517,-0.338790352,0
619,company_619,0.291443477,1.164829579,-0.266684011,-1.275602962,-1.013392772,-0.196701177,-1.325247423,-0.435990613,2.790339566,0
620,company_620,-0.348323382,-0.551881904,-0.14703035,0.226563037,-0.298029671,2.121924691,-1.167815264,2.880260693,-0.338790352,0
621,company_621,-0.394021015,-0.287772445,-0.276869792,0.143109371,-0.894165588,0.2608351,1.337605104,-0.729473835,1.015609165,0
622,company_622,-1.125183139,0.812683634,-0.270547583,-0.816607796,1.251923714,0.862042189,-1.514166015,-0.120687077,-0.245383489,0
623,company_623,0.83981507,1.428939038,-0.291153301,-0.023797963,-0.298029671,1.715225778,-0.852950945,0.064785591,-0.8525281,0
624,company_624,0.474234008,1.957157956,-0.275464857,0.89419237,1.13269653,-0.214383738,0.955269859,-0.198149191,0.408464553,0
625,company_625,-0.028439953,-0.067681229,-0.276518558,-0.774880962,-0.417256855,-0.020980723,0.622413293,-0.715290631,0.922202301,0
626,company_626,-0.119835218,-1.256173795,-0.282489533,0.685558204,-0.894165588,2.213652979,1.315114795,2.41156035,-0.151976626,0
627,company_627,-0.48541628,-0.815991363,-0.282372455,-1.275602962,0.298106246,-0.402260953,-1.145324955,-0.29743162,-0.151976626,0
628,company_628,-0.531113913,0.240446473,-0.279913819,-0.983515129,-1.013392772,-0.370211311,-0.254708738,-0.748021102,1.76286407,0
629,company_629,-0.302625749,-0.287772445,-0.281084598,-0.482793129,0.77501498,0.781365503,-0.479611823,0.291716856,-0.525604079,0
630,company_630,-0.576811546,-0.199735959,-0.291153301,1.01937287,-1.132619955,0.807889345,-0.043299838,0.850316891,-0.8525281,0
631,company_631,-0.256928116,-0.507863661,-0.28096752,-0.691427296,-0.536484038,0.088430126,0.001680779,0.528467261,-0.385493784,0
632,company_632,0.062955313,-0.551881904,-0.279562585,-0.482793129,0.059651879,-0.524933723,-0.8934335,-0.609462108,-0.198680058,0
633,company_633,0.474234008,-0.419827175,-0.280147975,-0.524519963,-0.894165588,-1.178083336,0.847316378,-1.000045727,0.174947395,0
634,company_634,-0.896694975,-0.155717716,-0.239053615,-0.941788296,-0.655711222,0.548176724,0.842818317,0.527376246,-0.338790352,0
635,company_635,-0.622509179,-0.992064336,-0.280030897,-0.065524796,-0.894165588,0.827782226,0.604421047,1.383823566,-0.292086921,0
636,company_636,0.794117437,-0.63991839,-0.280733364,1.186280203,-0.655711222,2.376111512,1.856681424,-1.09823714,0.081540532,0
637,company_637,-0.119835218,-1.080100822,-0.289982522,-0.607973629,2.324968365,-0.349213269,0.446988887,1.823502891,-0.8525281,0
638,company_638,-0.302625749,-0.243754202,-0.273942843,0.560377704,-0.655711222,1.416832554,0.725868713,1.09143136,-0.338790352,0
639,company_639,0.611326906,0.19642823,-0.284479859,0.476924037,2.205741182,-0.516092443,-1.122834647,0.403000456,-0.805824669,0
640,company_640,0.885512703,0.504555932,-0.265161997,0.852465537,-1.013392772,1.899787513,0.469479196,0.339721546,0.128243964,0
641,company_641,2.210744053,-0.331790688,-0.280499208,0.435197204,0.178879063,-1.063146687,-0.506600194,-0.342163263,-0.712417805,0
642,company_642,0.657024539,0.416519445,-0.268206024,-0.399339463,0.298106246,0.646535972,0.370521838,2.732318965,-0.572307511,0
643,company_643,2.439232217,1.605012011,-0.2900996,-0.774880962,-0.655711222,0.369140789,-1.451193151,-0.378166781,-0.759121237,0
644,company_644,-1.170880772,-0.77197312,3.74803584,-0.023797963,-1.132619955,0.539335443,0.901293119,1.7198564,-0.8525281,0
645,company_645,0.931210336,-1.432246767,-0.281084598,-1.233876129,-1.013392772,-0.953735838,1.769419027,-1.09823714,-0.385493784,0
646,company_646,0.748419805,-0.551881904,-0.281787066,0.89419237,0.77501498,0.925036314,1.297122549,0.350631703,-0.619010942,0
647,company_647,0.291443477,2.617431603,-0.242565954,1.89563637,0.059651879,0.342616947,1.809901583,-1.006591821,0.501871417,0
648,company_648,0.200048211,0.944738363,-0.255795762,-1.066968796,1.013469347,-0.532669844,-0.983394734,-0.276702321,-0.665714374,0
649,company_649,-0.074137585,-0.683936634,-0.28096752,1.687002203,-1.013392772,0.13705717,1.856681424,-0.278884353,-0.432197216,0
650,company_650,-0.48541628,-0.860009606,-0.281435832,-1.108695629,-0.059575304,-0.510566642,-1.167815264,0.266623495,-0.759121237,0
651,company_651,-0.713904444,-0.331790688,-0.278274727,-0.232432129,-1.013392772,0.597908928,-0.398646713,-0.754567196,2.846383684,1
652,company_652,1.342489031,-0.727954877,-0.275933168,-1.150422462,1.13269653,-0.474096359,0.177105185,-0.347618342,-0.478900647,0
653,company_653,0.154350579,-0.551881904,-0.28038213,-1.275602962,-0.894165588,-0.312742986,-1.514166015,-0.529817963,1.435940049,1
654,company_654,-0.988090241,-0.419827175,-0.277923494,-0.232432129,-0.774938405,0.106112688,1.238647746,-0.303977714,0.221650827,0
655,company_655,-1.170880772,-0.243754202,-0.291153301,0.39347037,-0.178802488,0.516127081,-0.731503279,2.880260693,-0.8525281,0
656,company_656,-0.576811546,-0.683936634,-0.291153301,0.560377704,-0.417256855,-0.821116627,1.481543078,-0.734928913,-0.8525281,0
657,company_657,-0.668206811,1.164829579,-0.277455182,0.560377704,0.298106246,-0.077343887,0.536950121,0.950690335,-0.292086921,0
658,company_658,-0.759602077,1.560993767,3.74803584,2.14599737,-1.013392772,-1.705023667,1.856681424,-0.955314084,1.669457207,0
659,company_659,-0.622509179,-0.243754202,-0.291153301,-0.399339463,0.059651879,0.780260342,-1.415208657,-0.178510909,-0.8525281,0
660,company_660,-1.719252365,-0.727954877,-0.291153301,1.77045587,-1.132619955,-0.843219829,1.856681424,-0.889853142,-0.8525281,0
661,company_661,0.382838742,-0.904027849,-0.279562585,0.977646037,-1.132619955,2.4788914,1.856681424,-1.09823714,2.846383684,1
662,company_662,-0.439718648,-0.507863661,-0.278508883,0.727285037,-1.132619955,2.4788914,1.166678759,-0.732746882,2.846383684,1
663,company_663,-0.074137585,0.108391743,-0.28038213,-0.357612629,1.967286815,0.026541161,-1.478181521,0.350631703,-0.805824669,0
664,company_664,2.027953522,-0.77197312,-0.291153301,-0.607973629,-0.178802488,-0.535985324,-1.064359845,1.594389595,-0.8525281,0
665,company_665,0.657024539,1.560993767,-0.264810764,-0.441066296,-0.536484038,0.149213931,-1.032873413,-0.595278904,1.155719459,0
666,company_666,-0.576811546,-1.432246767,-0.284831092,-0.357612629,-0.774938405,-1.262075503,-0.695518785,-0.224333568,1.062312596,0
667,company_667,-0.028439953,-0.992064336,-0.280147975,0.51865087,-0.774938405,-0.619977491,1.856681424,-0.91058244,-0.525604079,0
668,company_668,-0.988090241,-0.331790688,-0.271484207,-1.108695629,-0.417256855,-0.415522875,-0.619051736,-0.385803891,-0.712417805,0
669,company_669,-0.119835218,-0.023662986,-0.264225374,0.727285037,0.298106246,2.4788914,0.078147828,0.961600492,-0.805824669,0
670,company_670,0.474234008,0.152409986,-0.23425342,-0.482793129,0.41733343,1.079758727,-0.915923808,0.920141896,-0.759121237,0
671,company_671,0.382838742,-0.683936634,-0.287055573,-0.190705296,-1.013392772,0.910669233,0.527953998,2.353736519,-0.759121237,0
672,company_672,0.200048211,-0.199735959,-0.291153301,-0.691427296,-0.178802488,2.207022018,-0.533588564,0.512102026,-0.8525281,0
673,company_673,-0.119835218,-0.507863661,-0.278274727,1.14455337,-1.013392772,1.882104952,0.928281489,-0.589823826,1.949677797,0
674,company_674,-0.48541628,-0.507863661,-0.279445507,-0.107251629,1.728832448,0.055275324,-1.149823017,1.79840953,-0.712417805,0
675,company_675,0.245745844,-0.507863661,-0.280733364,-0.941788296,-0.298029671,-0.621082651,0.505463689,-0.13268825,-0.759121237,0
676,company_676,-0.256928116,-0.992064336,-0.27757226,-0.315885796,-0.894165588,-0.445362197,-0.034303715,-0.706562505,1.435940049,1
677,company_677,-0.256928116,-0.595900147,-0.274996545,1.14455337,-0.774938405,2.4788914,-0.398646713,2.880260693,-0.151976626,0
678,company_678,-0.394021015,-0.551881904,-0.283426157,2.14599737,-0.178802488,-1.705023667,1.856681424,-1.09823714,-0.525604079,0
679,company_679,0.01725768,-0.948046092,-0.290919146,-0.399339463,0.655787797,0.726107498,-1.014881166,2.880260693,-0.8525281,0
680,company_680,-0.896694975,-0.727954877,-0.278508883,2.14599737,-1.132619955,2.4788914,1.856681424,-1.09823714,2.846383684,1
681,company_681,-0.028439953,-0.023662986,-0.291153301,-0.566246796,2.444195548,0.447607155,-1.415208657,2.880260693,-0.8525281,0
682,company_682,-0.896694975,-0.63991839,-0.278625961,-0.023797963,-0.655711222,0.181263574,1.856681424,0.434639912,-0.665714374,0
683,company_683,0.154350579,-0.331790688,-0.280850442,0.89419237,-1.013392772,-0.667499375,1.265636117,-1.0120469,-0.105273194,0
684,company_684,-0.119835218,-0.507863661,-0.277455182,0.26828987,-1.132619955,2.4788914,-0.92042187,1.402370833,0.221650827,0
685,company_685,-0.074137585,1.120811336,-0.271250051,0.810738704,0.77501498,-0.246433381,0.725868713,-0.272338259,-0.011866331,0
686,company_686,-0.622509179,-0.948046092,-0.280147975,-1.275602962,-1.132619955,-0.347002949,-0.353666096,-0.342163263,1.949677797,1
687,company_687,-0.713904444,0.020355257,-0.27183544,-0.900061462,0.059651879,0.165791333,-0.574071119,0.374634048,-0.198680058,0
688,company_688,-0.713904444,-0.463845418,-0.275230701,1.436641203,-0.774938405,-0.222119859,-0.493106009,0.171705129,-0.619010942,0
689,company_689,-1.30797367,-0.595900147,-0.27757226,-0.858334629,-1.132619955,2.4788914,0.258070296,-0.467630068,2.416712113,0
690,company_690,-0.028439953,0.152409986,-0.273240376,2.14599737,-0.417256855,0.551492204,1.602990744,2.880260693,0.501871417,0
691,company_691,0.154350579,1.208847822,-0.225355496,1.77045587,2.444195548,-0.342582309,1.252141932,-0.262519117,-0.619010942,0
692,company_692,-0.48541628,-0.948046092,-0.282372455,0.76901187,-1.132619955,0.711740417,0.793339638,-0.144689422,0.034837101,0
693,company_693,-0.256928116,1.384920795,-0.223833482,-0.983515129,0.059651879,-0.155810253,-1.514166015,-0.486177335,-0.385493784,0
694,company_694,-0.850997343,-0.111699473,-0.291153301,-0.023797963,0.41733343,1.266530782,-0.619051736,1.215807149,-0.8525281,0
695,company_695,-1.719252365,-1.432246767,-0.286938495,-1.275602962,-1.132619955,2.4788914,1.306118672,-0.459992958,2.846383684,1
696,company_696,0.245745844,0.724647147,-0.278860117,-0.524519963,-1.013392772,-0.901793314,-0.241214553,-0.728382819,2.696932703,0
697,company_697,0.062955313,-0.375808931,-0.280147975,-0.733154129,-1.132619955,-0.803434066,1.450056646,-1.025139088,0.87549887,0
698,company_698,-1.719252365,0.152409986,-0.26902557,1.186280203,1.848059631,0.612276009,0.860810564,-0.174146846,-0.478900647,0
699,company_699,-0.713904444,-0.507863661,-0.281318754,0.39347037,0.894242163,-1.069777648,0.469479196,-0.894217205,-0.665714374,0
700,company_700,-0.028439953,0.284464716,-0.288109275,-0.107251629,1.013469347,1.351628109,-0.664032353,1.857324377,-0.8525281,0
701,company_701,-1.719252365,-1.432246767,-0.287289729,0.184836204,-1.132619955,-0.125970931,1.193667129,0.528467261,0.455167985,0
702,company_702,-0.576811546,0.152409986,3.74803584,1.061099704,1.848059631,0.428819434,1.391581844,-0.070500355,-0.8525281,0
703,company_703,-0.622509179,-0.992064336,-0.283074923,-0.774880962,0.41733343,0.01106892,-0.969900549,0.005870744,-0.619010942,0
